Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,:),"Посетила ваше кафе по рекомендации, заказанное блюдо понравилось. Для посещения кафе требуется qr-код. Интерьер: 7 из 10 Кухня: сложно оценить за разовое посещение, 8 из 10. Обслуживание: 10 из 10. Местоположение: судя по названию, центровой центр 10 из 10.",,5,февраль 2022 г.,26 февраля 2022 г.,0,margobiz,https://www.tripadvisor.ru/Profile/margobiz,1,0,130,55,5,15,"Канск, Россия",янв. 2018 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,🔥,"Кухня и интерьер на высоте! Это то место где встречаются все социальные слои. Очень качественная мебель, клиентоориентированный персонал, десерты супер!",,5,май 2021 г.,8 мая 2021 г.,,Евгений Ш,https://www.tripadvisor.ru/Profile/_X7223KM,0,0,1,0,0,1,,май 2021 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,"Плохой сервис, вкусная еда","Были дважды в кафе с супругой. К еде только одно замечание. Поке с майонезом - это не нормально. И официантка не предупредила об этом и не стала вычитать это блюдо из счёта На второй день было сильно хуже. Другая официантка 1. не запомнила заказ и я ещё дополнительно 10 мин ждал пасту 2. абсолютно не знает меню на тему, что содержится в блюде, какое специальное пиво в меню и др. Итого. Сервис = 2.5. Кухня = 4.5",,3,август 2020 г.,30 августа 2020 г.,0,210ilyam,https://www.tripadvisor.ru/Profile/210ilyam,0,0,3,0,1,3,"Калининград, Россия",нояб. 2016 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,Отличное кафе,Очень вкусная еда. Прекрасная подача и цены средние. Обычно бываю на завтраках. Очень советую. Кофе не самый лучший на 4 из 5.,,5,февраль 2020 г.,18 февраля 2020 г.,0,polovinochka,https://www.tripadvisor.ru/Profile/polovinochka,5,0,945,185,6,39,"Барнаул, Россия",июль 2016 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,Очень вкусное место,"Присоединяюсь ко всем положительным отзывам, действительно очень хорошее и вкусное место! Рекомендую!",,5,февраль 2020 г.,12 февраля 2020 г.,1  ,N6596SC_,https://www.tripadvisor.ru/Profile/N6596SC_,0,0,18,12,3,10,"Москва, Россия",март 2015 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,Самая лучшая кофейня в городе!,"Самое любимое место нашей семьи в городе, здесь можно позавтракать, пообедать и вкусно поужинать! Отличное время работы с 7ч.утра! Кофейня всегда полна народу, это говорит о многом! Очень советую для посещения, здесь готовят самые вкусные сырники и варят потрясающий кофе!",,5,январь 2020 г.,6 февраля 2020 г.,,Анна Д,https://www.tripadvisor.ru/Profile/Annnnuuuta,0,0,62,8,4,15,"Барнаул, Россия",март 2015 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,Одно из лучших мест в Барнауле,"Была по работе в городе, искала хорошее место для встречи. Была приятно удивлена. Начнем со входа. Чехол на ручке входной двери, это есть у других тоже, но впервые я с этим столкнулась у них. Даже без перчаток зимой спокойно открывать можно дверь, обморожения не будет) Красивый интерьер, при этом ничего необычного. Чисто, уютно, теплые тона, много коричневого цвета, светло. Приятный персонал, всегда отвечают на телефон, когда звонишь, никто не грубит, приветливые и милые. Еда. Людей из больших городов сложно удивить, но мои гости были в восторге. Это место где картинка в меню полностью соответствует готовому блюду. Да, цена дороже обычных кафе, но качество и объем полностью себя оправдывают. Вкусно, красиво, идеально. Делала заказ на завтрак, нас ждал стол, еда подана в указанное время, никаких задержек по времени или отклонений. Спасибо руководству, что создали такое место. Отдельная благодарность сотрудникам! Вы создаете атмосферу этого места!",,5,ноябрь 2019 г.,27 ноября 2019 г.,0,LeilaRuslanovna,https://www.tripadvisor.ru/Profile/LeilaRuslanovna,0,0,12,12,2,5,,июль 2019 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,Вкусное меню и кофе,"Замечательное заведение в самом центре города! Радует новое меню с разнообразием завтраков, мясных блюд и закусок! Очень тёплая и уютная атмосфера! Единственный минус-почему в 21 веке просьба принести стакан обычной фильтрованной воды вызывает такое недоумение? Неужели в заведении такого уровня это так проблематично? Даже в дорогих столичных ресторанах это воспринимается нормально и естественно! ‍♀️ Просьба принять к вниманию!",,5,ноябрь 2019 г.,6 ноября 2019 г.,0,pl-anastasia,https://www.tripadvisor.ru/Profile/pl-anastasia,0,0,14,5,3,7,,февр. 2018 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,Вкуснейшая кофейня.,"Милый интерьер , чистота , порядок , быстрое обслуживание . Ассортимент меню замечательный , исполнение юл.д и вкус на пять. Очень вкусные десерты. Нормальные цены . Есть небольшой минус , всегда нет мест ), но для самого заведения это огромный плюс.",,5,октябрь 2019 г.,4 ноября 2019 г.,2  ,marytitova1969,https://www.tripadvisor.ru/Profile/marytitova1969,0,0,399,144,6,70,"Барнаул, Россия",апр. 2013 г.
Центральная,https://www.tripadvisor.ru/Restaurant_Review-g737147-d6186044-Reviews-Tsentralnaya-Barnaul_Altai_Krai_Siberian_District.html,"Ленина проспект, 57, Барнаул 656049 Россия",Рестораны,,Рестораны,91,СУПЕР!,"Место замечательное -кухня достойная и по вкусу и по цене! Официанты и бариста супер ! Напрягает количество орущих и бегающих детей, не оставляет ощущение детского кафе!Не хотелось бы оставаться в этом ощущении!",,4,октябрь 2019 г.,30 октября 2019 г.,,selena280418,https://www.tripadvisor.ru/Profile/selena280418,0,0,4,1,1,3,,июнь 2019 г.
